step,epoch,reward_mean,reward_std,loss,grad_norm,kl,frac_reward_zero_std,completion_mean_length,entropy,learning_rate
20,0.08,0.8486999869346619,0.20497619584202767,0.0042,0.6290268301963806,,0.2,76.6125,0.7186070200055837,3.1666666666666667e-06
40,0.16,0.9350749790668488,0.09700820147991181,0.0531,0.8272497057914734,,0.6,70.1625,0.6137641055509448,4.999537569235975e-06
60,0.23,0.9393499732017517,0.0794565200805664,0.0672,0.0,,0.6,72.8,0.6131366705521941,4.995200101381782e-06
80,0.31,0.9230749815702438,0.12985000312328338,0.0298,0.0,,0.7,68.15,0.6917997941374778,4.986304738420684e-06
100,0.39,0.9254749730229378,0.09401421546936035,0.0091,0.0,,0.75,67.3125,0.6055760752409697,4.9728677292023405e-06
120,0.47,0.9517999738454819,0.06500362530350685,0.08,0.970538318157196,,0.7,78.85,0.6674550654366612,4.954913618643425e-06
140,0.55,0.912649980187416,0.15070000141859055,-0.0251,0.758151650428772,,0.6,65.05,0.626751909032464,4.932475202892276e-06
160,0.62,0.9385999798774719,0.09880000352859497,0.0179,0.0,,0.8,67.8875,0.5920600809156895,4.905593469421323e-06
180,0.7,0.927349978685379,0.11605857610702515,0.1264,0.0,,0.7,79.1625,0.639562870375812,4.874317522156693e-06
200,0.78,0.9632999777793885,0.049400001764297485,-0.0022,0.0,,0.9,67.8625,0.6096035121008754,4.838704491781783e-06
220,0.86,0.958924975991249,0.058150000870227814,0.061,0.0,,0.85,70.975,0.6196113651618361,4.7988194313786275e-06
240,0.94,0.9879999756813049,0.0,0.0,0.0,,1.0,63.2125,0.6237356588244438,4.7547351975976996e-06
260,1.02,0.9712749749422074,0.03344999998807907,0.0217,0.0,,0.9,65.275,0.5822761971503496,4.706532317573209e-06
280,1.09,0.9756499767303467,0.024700000882148743,0.0079,0.0,,0.95,63.4625,0.5612847652286291,4.654298841826988e-06
300,1.17,0.9756499767303467,0.024700000882148743,-0.0034,0.6858677864074707,,0.95,61.6,0.5556381372734904,4.598130183429671e-06
320,1.25,0.9608499795198441,0.05430000126361847,-0.0081,0.0,,0.85,66.6125,0.6188408125191927,4.5381289437129615e-06
340,1.33,0.9632999777793885,0.049400001764297485,-0.0012,0.0,,0.9,68.9875,0.5691862534731627,4.474404724851356e-06
360,1.41,0.9804499745368958,0.01509999781847,0.0086,0.630324125289917,,0.9,69.325,0.5704782821238041,4.4070739296556665e-06
380,1.48,0.9855499774217605,0.004899999499320984,-0.0084,0.0,,0.95,70.175,0.5911746017634869,4.336259548944064e-06
400,1.56,0.9756499767303467,0.024700000882148743,0.0031,0.0,,0.95,71.625,0.5680398561060429,4.26209093687903e-06
420,1.64,0.9724749773740768,0.031049999594688415,0.0101,0.0,,0.9,69.775,0.5597322035580874,4.184703574680621e-06
440,1.72,0.9632999777793885,0.049400001764297485,-0.0042,0.0,,0.9,72.8875,0.5989992968738079,4.104238823147639e-06
460,1.8,0.9385999798774719,0.09880000352859497,-0.0174,0.0,,0.8,77.9,0.6157418236602098,4.020843664438783e-06
480,1.88,0.9756499767303467,0.024700000882148743,-0.0216,0.0,,0.95,76.9375,0.5897137600928545,3.934670433585464e-06
500,1.95,0.9756499767303467,0.024700000882148743,-0.0088,0.0,,0.95,75.775,0.6028992742300033,3.845876540226707e-06
520,2.03,0.9756499767303467,0.024700000882148743,-0.0046,0.0,,0.95,79.5625,0.6199068857356906,3.7546241810744444e-06
540,2.11,0.9879999756813049,0.0,0.0,0.0,,1.0,80.325,0.59298140630126,3.6610800436344384e-06
560,2.19,0.9756499767303467,0.024700000882148743,-0.0031,0.0,,0.95,81.4625,0.5961674897000193,3.5654150017240165e-06
580,2.27,0.9712749749422074,0.03344999998807907,0.0512,0.0,,0.9,87.95,0.5784970657899976,3.467803803342821e-06
600,2.34,0.958924975991249,0.058150000870227814,0.0028,0.0,,0.85,67.6125,0.5532943340018391,3.368424751466726e-06
620,2.42,0.9879999756813049,0.0,0.0,0.0,,1.0,64.6,0.5253609435632824,3.267459378348006e-06
640,2.5,0.9632999777793885,0.049400001764297485,-0.0041,0.0,,0.9,71.9125,0.5091630903072655,3.165092113916688e-06
660,2.58,0.9879999756813049,0.0,0.0,0.0,,1.0,59.0375,0.4994971306994557,3.0615099488888284e-06
680,2.66,0.9879999756813049,0.0,0.0,0.0,,1.0,62.8125,0.5372543845325708,2.956902093197081e-06
700,2.73,0.9835749745368958,0.008849997818470002,0.0337,0.0,,0.9,64.8875,0.5460258757695555,2.8514596303675073e-06
720,2.81,0.9756499767303467,0.024700000882148743,0.0023,0.0,,0.95,62.05,0.5314054241403937,2.745375168473956e-06
740,2.89,0.958924975991249,0.058150000870227814,0.0208,0.0,,0.85,60.2125,0.5307122332975268,2.6388424883076004e-06
760,2.97,0.9768499732017517,0.02229999750852585,-0.0093,0.0,,0.9,65.7125,0.5644427191466093,2.532056189404318e-06
780,3.05,0.9879999756813049,0.0,0.0,0.0,,1.0,57.875,0.4703905522823334,2.4252113345765045e-06
800,3.12,0.9756499767303467,0.024700000882148743,-0.0008,0.0,,0.95,67.6125,0.5221848249435425,2.3185030935986164e-06
820,3.2,0.9756499767303467,0.024700000882148743,-0.0121,0.0,,0.95,70.2125,0.48574482891708615,2.212126386697352e-06
840,3.28,0.9756499767303467,0.024700000882148743,-0.0047,0.0,,0.95,62.65,0.4732415759935975,2.1062755284976617e-06
860,3.36,0.9712749749422074,0.03344999998807907,0.0252,0.0,,0.9,61.35,0.5105696193873882,2.00114387307499e-06
880,3.44,0.9756499767303467,0.024700000882148743,-0.0097,0.0,,0.95,64.4625,0.5060310333967208,1.8969234607621187e-06
900,3.52,0.9756499767303467,0.024700000882148743,0.011,0.0,,0.95,61.3125,0.5229134719818831,1.7938046673557883e-06
920,3.59,0.9756499767303467,0.024700000882148743,-0.0024,0.0,,0.95,60.45,0.4730955405160785,1.6919758563638506e-06
940,3.67,0.9879999756813049,0.0,0.0,0.0,,1.0,63.7,0.4834629507735372,1.5916230349282215e-06
960,3.75,0.9879999756813049,0.0,0.0,0.0,,1.0,63.8875,0.4947389932349324,1.4929295140521078e-06
980,3.83,0.9879999756813049,0.0,0.0,0.0,,1.0,68.8875,0.5260979987680912,1.3960755737521831e-06
1000,3.91,0.9879999756813049,0.0,0.0,0.0,,1.0,67.475,0.5046551091596484,1.3012381337473656e-06
1020,3.98,0.9879999756813049,0.0,0.0,0.0,,1.0,66.875,0.5402166329324245,1.2085904302857251e-06
1040,4.06,0.9632999777793885,0.049400001764297485,-0.003,0.0,,0.9,68.1875,0.5116378238424659,1.1183016996998672e-06
1060,4.14,0.9756499767303467,0.024700000882148743,-0.0062,0.0,,0.95,67.9875,0.579947455227375,1.0305368692688175e-06
1080,4.22,0.9879999756813049,0.0,0.0,0.0,,1.0,65.8125,0.49562349300831554,9.454562559511068e-07
1100,4.3,0.9731999784708023,0.029600000381469725,-0.0071,0.0,,0.9,59.5375,0.4681465977802873,8.632152735393681e-07
1120,4.38,0.9879999756813049,0.0,0.0,0.0,,1.0,63.775,0.48260886389762164,7.839641487713745e-07
1140,4.45,0.9756499767303467,0.024700000882148743,0.0009,0.0,,0.95,71.275,0.4989672197028995,7.0784764691609e-07
1160,4.53,0.9879999756813049,0.0,0.0,0.0,,1.0,64.9625,0.5190865190699696,6.350048073359966e-07
1180,4.61,0.9632999777793885,0.049400001764297485,0.0003,0.0,,0.9,67.675,0.5476421399042011,5.655686895087328e-07
1200,4.69,0.9756499767303467,0.024700000882148743,-0.0069,0.0,,0.95,64.275,0.48167060911655424,4.996661299719846e-07
1220,4.77,0.9756499767303467,0.024700000882148743,0.0038,0.0,,0.95,65.725,0.5329027842730284,4.374175106355927e-07
1240,4.84,0.9879999756813049,0.0,0.0,0.0,,1.0,63.5375,0.4680225705727935,3.789365388841193e-07
1260,4.92,0.9836249738931656,0.008749999105930328,-0.0146,0.0,,0.95,69.875,0.4945793177932501,3.243300398715246e-07
1280,5.0,0.9836249738931656,0.008749999105930328,-0.0013,0.0,,0.95,66.8125,0.49115927089005706,2.736977613873812e-07
1300,5.08,0.9836249738931656,0.008749999105930328,-0.0014,0.0,,0.95,64.3125,0.5077676951885224,2.271321916510627e-07
1320,5.16,0.9879999756813049,0.0,0.0,0.0,,1.0,68.825,0.4716414585709572,1.84718390366731e-07
1340,5.23,0.9632999777793885,0.049400001764297485,-0.0108,0.0,,0.9,63.15,0.48863703161478045,1.465338333477423e-07
1360,5.31,0.9879999756813049,0.0,0.0,0.0,,1.0,63.1625,0.5217221355065703,1.1264827099427417e-07
1380,5.39,0.9756499767303467,0.024700000882148743,0.002,0.0,,0.95,62.15,0.5252844443544745,8.312360088270132e-08
1400,5.47,0.9756499767303467,0.024700000882148743,0.005,0.9551796317100525,,0.95,67.875,0.5196623964235186,5.8013754699448865e-08
1420,5.55,0.9879999756813049,0.0,0.0,0.0,,1.0,69.0375,0.46197805609554055,3.736459972585815e-08
1440,5.62,0.9879999756813049,0.0,0.0,0.0,,1.0,62.6,0.49776872555958107,2.1213855054022793e-08
1460,5.7,0.9756499767303467,0.024700000882148743,-0.0073,0.0,,0.95,63.075,0.48874887377023696,9.591022686636919e-09
1480,5.78,0.9632999777793885,0.049400001764297485,-0.0068,0.0,,0.9,64.3625,0.5008324973285199,2.5173336467135266e-09
1500,5.86,0.958924975991249,0.058150000870227814,0.0425,0.8545287847518921,,0.85,63.25,0.5324012076482176,5.709195615710705e-12
